REF_DATE,GEO,VALUE
2007-03-01,"Oshawa, Ontario",0
2007-03-01,"Oshawa, Ontario",0
2007-03-01,"Toronto, Ontario",71.3
2007-03-01,"Toronto, Ontario",63.7
2007-03-01,"Toronto, Ontario",87
2007-03-01,"Hamilton, Ontario",82.8
2007-03-01,"Hamilton, Ontario",79.1
2007-03-01,"Hamilton, Ontario",91
2007-03-01,"St. Catharines-Niagara, Ontario",82.5
2007-03-01,"St. Catharines-Niagara, Ontario",80
2007-03-01,"St. Catharines-Niagara, Ontario",88.3
2007-03-01,"Kitchener-Cambridge-Waterloo, Ontario",82.8
2007-03-01,"Kitchener-Cambridge-Waterloo, Ontario",77.9
2007-03-01,"Kitchener-Cambridge-Waterloo, Ontario",97.3
2007-03-01,"Guelph, Ontario",0
2007-03-01,"Guelph, Ontario",0
2007-03-01,"Guelph, Ontario",0
2007-03-01,"London, Ontario",82.2
2007-03-01,"London, Ontario",78.7
2007-03-01,"London, Ontario",98.4
2007-03-01,"Windsor, Ontario",95
2007-03-01,"Windsor, Ontario",95.6
2007-03-01,"Windsor, Ontario",93.9
2007-03-01,"Greater Sudbury, Ontario",89.3
2007-03-01,"Greater Sudbury, Ontario",88.6
2007-03-01,"Greater Sudbury, Ontario",92.1
2007-03-01,Prairie Region,90.7
2007-03-01,Prairie Region,94.8
2007-03-01,Prairie Region,82.6
2007-03-01,Manitoba,65.4
2007-03-01,Manitoba,70.6
2007-03-01,Manitoba,52.3
2007-03-01,"Winnipeg, Manitoba",65.4
2007-03-01,"Winnipeg, Manitoba",70.6
2007-03-01,"Winnipeg, Manitoba",52.3
2007-03-01,Saskatchewan,65.4
2007-03-01,Saskatchewan,69
2007-03-01,Saskatchewan,55.4
2007-03-01,"Regina, Saskatchewan",58.8
2007-03-01,"Regina, Saskatchewan",61.7
2007-03-01,"Regina, Saskatchewan",50.9
2007-03-01,"Saskatoon, Saskatchewan",71.7
2007-03-01,"Saskatoon, Saskatchewan",76.5
2007-03-01,"Saskatoon, Saskatchewan",58.7
2007-03-01,Alberta,95.1
2007-03-01,Alberta,99.5
2007-03-01,Alberta,87
2007-03-01,"Calgary, Alberta",88.9
2007-03-01,"Calgary, Alberta",93.8
2007-03-01,"Calgary, Alberta",80
2007-03-01,"Edmonton, Alberta",100.3
2007-03-01,"Edmonton, Alberta",104
2007-03-01,"Edmonton, Alberta",93.6
2007-03-01,British Columbia,96.7
2007-03-01,British Columbia,98.7
2007-03-01,British Columbia,93.6
2007-03-01,"Kelowna, British Columbia",0
2007-03-01,"Kelowna, British Columbia",0
2007-03-01,"Kelowna, British Columbia",0
2007-03-01,"Vancouver, British Columbia",94.9
2007-03-01,"Vancouver, British Columbia",95.8
2007-03-01,"Vancouver, British Columbia",94
2007-03-01,"Victoria, British Columbia",114.7
2007-03-01,"Victoria, British Columbia",132
2007-03-01,"Victoria, British Columbia",92.3
2007-04-01,Canada,83.7
2007-04-01,Canada,82.3
2007-04-01,Canada,87.1
2007-04-01,Atlantic Region,77.5
2007-04-01,Atlantic Region,79.5
2007-04-01,Atlantic Region,71.2
2007-04-01,Newfoundland and Labrador,64.2
2007-04-01,Newfoundland and Labrador,66.9
2007-04-01,Newfoundland and Labrador,58.1
2007-04-01,"St. John's, Newfoundland and Labrador",64.2
2007-04-01,"St. John's, Newfoundland and Labrador",66.9
2007-04-01,"St. John's, Newfoundland and Labrador",58.1
2007-04-01,Prince Edward Island,96.8
2007-04-01,Prince Edward Island,99.2
2007-04-01,Prince Edward Island,85.9
2007-04-01,"Charlottetown, Prince Edward Island",96.8
2007-04-01,"Charlottetown, Prince Edward Island",99.2
2007-04-01,"Charlottetown, Prince Edward Island",85.9
2007-04-01,Nova Scotia,80.4
2007-04-01,Nova Scotia,80.1
2007-04-01,Nova Scotia,81.1
2007-04-01,"Halifax, Nova Scotia",80.4
2007-04-01,"Halifax, Nova Scotia",80.1
2007-04-01,"Halifax, Nova Scotia",81.1
2007-04-01,New Brunswick,90
2007-04-01,New Brunswick,90.8
2007-04-01,New Brunswick,88.3
2007-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",90
2007-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",90.8
2007-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",88.3
2007-04-01,Quebec,83
2007-04-01,Quebec,85.2
2007-04-01,Quebec,77.6
2007-04-01,"Québec, Quebec",81.4
2007-04-01,"Québec, Quebec",88.4
2007-04-01,"Québec, Quebec",68
2007-04-01,"Sherbrooke, Quebec",0
2007-04-01,"Sherbrooke, Quebec",0
2007-04-01,"Sherbrooke, Quebec",0
2007-04-01,"Trois-Rivières, Quebec",0
2007-04-01,"Trois-Rivières, Quebec",0
2007-04-01,"Trois-Rivières, Quebec",0
2007-04-01,"Montréal, Quebec",83.2
2007-04-01,"Montréal, Quebec",84.5
2007-04-01,"Montréal, Quebec",80.3
2007-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-04-01,Ontario,75.4
2007-04-01,Ontario,70
2007-04-01,Ontario,88.1
2007-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.8
2007-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.8
2007-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.6
2007-04-01,"Oshawa, Ontario",0
2007-04-01,"Oshawa, Ontario",0
2007-04-01,"Oshawa, Ontario",0
2007-04-01,"Toronto, Ontario",71.3
2007-04-01,"Toronto, Ontario",63.7
2007-04-01,"Toronto, Ontario",87.1
2007-04-01,"Hamilton, Ontario",83.3
2007-04-01,"Hamilton, Ontario",79.6
2007-04-01,"Hamilton, Ontario",91.5
2007-04-01,"St. Catharines-Niagara, Ontario",82.5
2007-04-01,"St. Catharines-Niagara, Ontario",80
2007-04-01,"St. Catharines-Niagara, Ontario",88.3
2007-04-01,"Kitchener-Cambridge-Waterloo, Ontario",83.3
2007-04-01,"Kitchener-Cambridge-Waterloo, Ontario",78.5
2007-04-01,"Kitchener-Cambridge-Waterloo, Ontario",97.3
2007-04-01,"Guelph, Ontario",0
2007-04-01,"Guelph, Ontario",0
2007-04-01,"Guelph, Ontario",0
2007-04-01,"London, Ontario",82.3
2007-04-01,"London, Ontario",78.8
2007-04-01,"London, Ontario",98.4
2007-04-01,"Windsor, Ontario",95
2007-04-01,"Windsor, Ontario",95.6
2007-04-01,"Windsor, Ontario",93.9
2007-04-01,"Greater Sudbury, Ontario",90.2
2007-04-01,"Greater Sudbury, Ontario",89.7
2007-04-01,"Greater Sudbury, Ontario",92.1
2007-04-01,Prairie Region,93.2
2007-04-01,Prairie Region,96.9
2007-04-01,Prairie Region,85.9
2007-04-01,Manitoba,65.5
2007-04-01,Manitoba,70.8
2007-04-01,Manitoba,52.3
2007-04-01,"Winnipeg, Manitoba",65.5
2007-04-01,"Winnipeg, Manitoba",70.8
2007-04-01,"Winnipeg, Manitoba",52.3
2007-04-01,Saskatchewan,66.7
2007-04-01,Saskatchewan,69.8
2007-04-01,Saskatchewan,58.4
2007-04-01,"Regina, Saskatchewan",60.1
2007-04-01,"Regina, Saskatchewan",62.2
2007-04-01,"Regina, Saskatchewan",54.2
2007-04-01,"Saskatoon, Saskatchewan",73.2
2007-04-01,"Saskatoon, Saskatchewan",77.5
2007-04-01,"Saskatoon, Saskatchewan",61.3
2007-04-01,Alberta,97.9
2007-04-01,Alberta,101.8
2007-04-01,Alberta,90.5
2007-04-01,"Calgary, Alberta",90.6
2007-04-01,"Calgary, Alberta",95.6
2007-04-01,"Calgary, Alberta",81.5
2007-04-01,"Edmonton, Alberta",104.7
2007-04-01,"Edmonton, Alberta",107
2007-04-01,"Edmonton, Alberta",100.2
2007-04-01,British Columbia,97.3
2007-04-01,British Columbia,100
2007-04-01,British Columbia,93.5
2007-04-01,"Kelowna, British Columbia",0
2007-04-01,"Kelowna, British Columbia",0
2007-04-01,"Kelowna, British Columbia",0
2007-04-01,"Vancouver, British Columbia",95.6
2007-04-01,"Vancouver, British Columbia",97.2
2007-04-01,"Vancouver, British Columbia",94
2007-04-01,"Victoria, British Columbia",113.6
2007-04-01,"Victoria, British Columbia",130.8
2007-04-01,"Victoria, British Columbia",91.4
2007-05-01,Canada,84.6
2007-05-01,Canada,83.3
2007-05-01,Canada,87.7
2007-05-01,Atlantic Region,79.2
2007-05-01,Atlantic Region,81.3
2007-05-01,Atlantic Region,72.4
2007-05-01,Newfoundland and Labrador,65.1
2007-05-01,Newfoundland and Labrador,67.7
2007-05-01,Newfoundland and Labrador,59.2
2007-05-01,"St. John's, Newfoundland and Labrador",65.1
2007-05-01,"St. John's, Newfoundland and Labrador",67.7
2007-05-01,"St. John's, Newfoundland and Labrador",59.2
2007-05-01,Prince Edward Island,97.3
2007-05-01,Prince Edward Island,100
2007-05-01,Prince Edward Island,85.9
2007-05-01,"Charlottetown, Prince Edward Island",97.3
2007-05-01,"Charlottetown, Prince Edward Island",100
2007-05-01,"Charlottetown, Prince Edward Island",85.9
2007-05-01,Nova Scotia,84.2
2007-05-01,Nova Scotia,84.1
2007-05-01,Nova Scotia,83.8
2007-05-01,"Halifax, Nova Scotia",84.2
2007-05-01,"Halifax, Nova Scotia",84.1
2007-05-01,"Halifax, Nova Scotia",83.8
2007-05-01,New Brunswick,90.5
2007-05-01,New Brunswick,91.3
2007-05-01,New Brunswick,88.3
2007-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",90.5
2007-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",91.3
2007-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",88.3
2007-05-01,Quebec,83.3
2007-05-01,Quebec,85.7
2007-05-01,Quebec,77.6
2007-05-01,"Québec, Quebec",81.5
2007-05-01,"Québec, Quebec",88.6
2007-05-01,"Québec, Quebec",68
2007-05-01,"Sherbrooke, Quebec",0
2007-05-01,"Sherbrooke, Quebec",0
2007-05-01,"Sherbrooke, Quebec",0
2007-05-01,"Trois-Rivières, Quebec",0
2007-05-01,"Trois-Rivières, Quebec",0
2007-05-01,"Trois-Rivières, Quebec",0
2007-05-01,"Montréal, Quebec",83.6
2007-05-01,"Montréal, Quebec",85
2007-05-01,"Montréal, Quebec",80.3
2007-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-05-01,Ontario,75.7
2007-05-01,Ontario,70.4
2007-05-01,Ontario,88.3
2007-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.9
2007-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",86.9
2007-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.9
2007-05-01,"Oshawa, Ontario",0
2007-05-01,"Oshawa, Ontario",0
2007-05-01,"Oshawa, Ontario",0
2007-05-01,"Toronto, Ontario",71.6
2007-05-01,"Toronto, Ontario",64.1
2007-05-01,"Toronto, Ontario",87.1
2007-05-01,"Hamilton, Ontario",83.7
2007-05-01,"Hamilton, Ontario",79.1
2007-05-01,"Hamilton, Ontario",93.9
2007-05-01,"St. Catharines-Niagara, Ontario",82.4
2007-05-01,"St. Catharines-Niagara, Ontario",79.9
2007-05-01,"St. Catharines-Niagara, Ontario",88.3
2007-05-01,"Kitchener-Cambridge-Waterloo, Ontario",83.6
2007-05-01,"Kitchener-Cambridge-Waterloo, Ontario",78.9
2007-05-01,"Kitchener-Cambridge-Waterloo, Ontario",97.3
2007-05-01,"Guelph, Ontario",0
2007-05-01,"Guelph, Ontario",0
2007-05-01,"Guelph, Ontario",0
2007-05-01,"London, Ontario",83
2007-05-01,"London, Ontario",79.4
2007-05-01,"London, Ontario",99.2
2007-05-01,"Windsor, Ontario",94.7
2007-05-01,"Windsor, Ontario",95.2
2007-05-01,"Windsor, Ontario",94.1
2007-05-01,"Greater Sudbury, Ontario",91.1
2007-05-01,"Greater Sudbury, Ontario",90.8
2007-05-01,"Greater Sudbury, Ontario",92.7
2007-05-01,Prairie Region,95
2007-05-01,Prairie Region,99.4
2007-05-01,Prairie Region,86.4
2007-05-01,Manitoba,66
2007-05-01,Manitoba,71.5
2007-05-01,Manitoba,52.3
2007-05-01,"Winnipeg, Manitoba",66
2007-05-01,"Winnipeg, Manitoba",71.5
2007-05-01,"Winnipeg, Manitoba",52.3
2007-05-01,Saskatchewan,71.9
2007-05-01,Saskatchewan,76.4
2007-05-01,Saskatchewan,59.5
2007-05-01,"Regina, Saskatchewan",62.5
2007-05-01,"Regina, Saskatchewan",65.3
2007-05-01,"Regina, Saskatchewan",54.2
2007-05-01,"Saskatoon, Saskatchewan",81.2
2007-05-01,"Saskatoon, Saskatchewan",87.8
2007-05-01,"Saskatoon, Saskatchewan",63.6
2007-05-01,Alberta,99.6
2007-05-01,Alberta,104.1
2007-05-01,Alberta,91
2007-05-01,"Calgary, Alberta",91.5
2007-05-01,"Calgary, Alberta",96.6
2007-05-01,"Calgary, Alberta",82
2007-05-01,"Edmonton, Alberta",107.4
2007-05-01,"Edmonton, Alberta",111.1
2007-05-01,"Edmonton, Alberta",100.5
2007-05-01,British Columbia,99.5
2007-05-01,British Columbia,101.4
2007-05-01,British Columbia,97.6
2007-05-01,"Kelowna, British Columbia",0
2007-05-01,"Kelowna, British Columbia",0
2007-05-01,"Kelowna, British Columbia",0
2007-05-01,"Vancouver, British Columbia",97.8
2007-05-01,"Vancouver, British Columbia",99.1
2007-05-01,"Vancouver, British Columbia",97.1
2007-05-01,"Victoria, British Columbia",115
2007-05-01,"Victoria, British Columbia",124.6
2007-05-01,"Victoria, British Columbia",102.1
2007-06-01,Canada,85.1
2007-06-01,Canada,83.7
2007-06-01,Canada,88.5
2007-06-01,Atlantic Region,79.2
2007-06-01,Atlantic Region,81.3
2007-06-01,Atlantic Region,72.4
2007-06-01,Newfoundland and Labrador,65.1
2007-06-01,Newfoundland and Labrador,67.7
2007-06-01,Newfoundland and Labrador,59.2
2007-06-01,"St. John's, Newfoundland and Labrador",65.1
2007-06-01,"St. John's, Newfoundland and Labrador",67.7
2007-06-01,"St. John's, Newfoundland and Labrador",59.2
2007-06-01,Prince Edward Island,97.3
2007-06-01,Prince Edward Island,100
2007-06-01,Prince Edward Island,85.9
2007-06-01,"Charlottetown, Prince Edward Island",97.3
2007-06-01,"Charlottetown, Prince Edward Island",100
2007-06-01,"Charlottetown, Prince Edward Island",85.9
2007-06-01,Nova Scotia,84.2
2007-06-01,Nova Scotia,84.1
2007-06-01,Nova Scotia,83.8
2007-06-01,"Halifax, Nova Scotia",84.2
2007-06-01,"Halifax, Nova Scotia",84.1
2007-06-01,"Halifax, Nova Scotia",83.8
2007-06-01,New Brunswick,90.5
2007-06-01,New Brunswick,91.3
2007-06-01,New Brunswick,88.3
2007-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",90.5
2007-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",91.3
2007-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",88.3
2007-06-01,Quebec,83.4
2007-06-01,Quebec,85.8
2007-06-01,Quebec,77.6
2007-06-01,"Québec, Quebec",81.5
2007-06-01,"Québec, Quebec",88.6
2007-06-01,"Québec, Quebec",68
2007-06-01,"Sherbrooke, Quebec",0
2007-06-01,"Sherbrooke, Quebec",0
2007-06-01,"Sherbrooke, Quebec",0
2007-06-01,"Trois-Rivières, Quebec",0
2007-06-01,"Trois-Rivières, Quebec",0
2007-06-01,"Trois-Rivières, Quebec",0
2007-06-01,"Montréal, Quebec",83.7
2007-06-01,"Montréal, Quebec",85.2
2007-06-01,"Montréal, Quebec",80.3
2007-06-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-06-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-06-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-06-01,Ontario,76.1
2007-06-01,Ontario,70.7
2007-06-01,Ontario,88.5
2007-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87
2007-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87
2007-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90
2007-06-01,"Oshawa, Ontario",0
2007-06-01,"Oshawa, Ontario",0
2007-06-01,"Oshawa, Ontario",0
2007-06-01,"Toronto, Ontario",72
2007-06-01,"Toronto, Ontario",64.6
2007-06-01,"Toronto, Ontario",87.4
2007-06-01,"Hamilton, Ontario",84
2007-06-01,"Hamilton, Ontario",79.5
2007-06-01,"Hamilton, Ontario",93.9
2007-06-01,"St. Catharines-Niagara, Ontario",82.5
2007-06-01,"St. Catharines-Niagara, Ontario",79.9
2007-06-01,"St. Catharines-Niagara, Ontario",88.5
2007-06-01,"Kitchener-Cambridge-Waterloo, Ontario",83.9
2007-06-01,"Kitchener-Cambridge-Waterloo, Ontario",79.3
2007-06-01,"Kitchener-Cambridge-Waterloo, Ontario",97.3
2007-06-01,"Guelph, Ontario",0
2007-06-01,"Guelph, Ontario",0
2007-06-01,"Guelph, Ontario",0
2007-06-01,"London, Ontario",83.6
2007-06-01,"London, Ontario",80.2
2007-06-01,"London, Ontario",99.2
2007-06-01,"Windsor, Ontario",94
2007-06-01,"Windsor, Ontario",93.7
2007-06-01,"Windsor, Ontario",94.1
2007-06-01,"Greater Sudbury, Ontario",91.2
2007-06-01,"Greater Sudbury, Ontario",90.7
2007-06-01,"Greater Sudbury, Ontario",93.2
2007-06-01,Prairie Region,96.1
2007-06-01,Prairie Region,99.9
2007-06-01,Prairie Region,88.6
2007-06-01,Manitoba,69.5
2007-06-01,Manitoba,71.9
2007-06-01,Manitoba,63.5
2007-06-01,"Winnipeg, Manitoba",69.5
2007-06-01,"Winnipeg, Manitoba",71.9
2007-06-01,"Winnipeg, Manitoba",63.5
2007-06-01,Saskatchewan,76.1
2007-06-01,Saskatchewan,80.8
2007-06-01,Saskatchewan,63.1
2007-06-01,"Regina, Saskatchewan",63.7
2007-06-01,"Regina, Saskatchewan",66.7
2007-06-01,"Regina, Saskatchewan",55
2007-06-01,"Saskatoon, Saskatchewan",88.4
2007-06-01,"Saskatoon, Saskatchewan",95.4
2007-06-01,"Saskatoon, Saskatchewan",69.7
2007-06-01,Alberta,100.2
2007-06-01,Alberta,104.3
2007-06-01,Alberta,92.4
2007-06-01,"Calgary, Alberta",92
2007-06-01,"Calgary, Alberta",97
2007-06-01,"Calgary, Alberta",82.7
2007-06-01,"Edmonton, Alberta",108.3
2007-06-01,"Edmonton, Alberta",111.1
2007-06-01,"Edmonton, Alberta",102.9
2007-06-01,British Columbia,100.3
2007-06-01,British Columbia,102.5
2007-06-01,British Columbia,97.9
2007-06-01,"Kelowna, British Columbia",0
2007-06-01,"Kelowna, British Columbia",0
2007-06-01,"Kelowna, British Columbia",0
2007-06-01,"Vancouver, British Columbia",98.7
2007-06-01,"Vancouver, British Columbia",100.2
2007-06-01,"Vancouver, British Columbia",97.5
2007-06-01,"Victoria, British Columbia",115.4
2007-06-01,"Victoria, British Columbia",125.4
2007-06-01,"Victoria, British Columbia",102.1
2007-07-01,Canada,85.9
2007-07-01,Canada,84.3
2007-07-01,Canada,89.7
2007-07-01,Atlantic Region,79.6
2007-07-01,Atlantic Region,81.6
2007-07-01,Atlantic Region,73
2007-07-01,Newfoundland and Labrador,65.9
2007-07-01,Newfoundland and Labrador,68.4
2007-07-01,Newfoundland and Labrador,60.3
2007-07-01,"St. John's, Newfoundland and Labrador",65.9
2007-07-01,"St. John's, Newfoundland and Labrador",68.4
2007-07-01,"St. John's, Newfoundland and Labrador",60.3
2007-07-01,Prince Edward Island,97.3
2007-07-01,Prince Edward Island,100
2007-07-01,Prince Edward Island,85.9
2007-07-01,"Charlottetown, Prince Edward Island",97.3
2007-07-01,"Charlottetown, Prince Edward Island",100
2007-07-01,"Charlottetown, Prince Edward Island",85.9
2007-07-01,Nova Scotia,84.3
2007-07-01,Nova Scotia,84.1
2007-07-01,Nova Scotia,84.2
2007-07-01,"Halifax, Nova Scotia",84.3
2007-07-01,"Halifax, Nova Scotia",84.1
2007-07-01,"Halifax, Nova Scotia",84.2
2007-07-01,New Brunswick,90.6
2007-07-01,New Brunswick,91.5
2007-07-01,New Brunswick,88.3
2007-07-01,"Saint John, Fredericton, and Moncton, New Brunswick",90.6
2007-07-01,"Saint John, Fredericton, and Moncton, New Brunswick",91.5
2007-07-01,"Saint John, Fredericton, and Moncton, New Brunswick",88.3
2007-07-01,Quebec,83.4
2007-07-01,Quebec,85.8
2007-07-01,Quebec,77.6
2007-07-01,"Québec, Quebec",81.5
2007-07-01,"Québec, Quebec",88.6
2007-07-01,"Québec, Quebec",68
2007-07-01,"Sherbrooke, Quebec",0
2007-07-01,"Sherbrooke, Quebec",0
2007-07-01,"Sherbrooke, Quebec",0
2007-07-01,"Trois-Rivières, Quebec",0
2007-07-01,"Trois-Rivières, Quebec",0
2007-07-01,"Trois-Rivières, Quebec",0
2007-07-01,"Montréal, Quebec",83.7
2007-07-01,"Montréal, Quebec",85.2
2007-07-01,"Montréal, Quebec",80.3
2007-07-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-07-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-07-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-07-01,Ontario,76.2
2007-07-01,Ontario,70.9
2007-07-01,Ontario,88.5
2007-07-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87
2007-07-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87
2007-07-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.2
2007-07-01,"Oshawa, Ontario",0
2007-07-01,"Oshawa, Ontario",0
2007-07-01,"Oshawa, Ontario",0
2007-07-01,"Toronto, Ontario",72.2
2007-07-01,"Toronto, Ontario",64.8
2007-07-01,"Toronto, Ontario",87.4
2007-07-01,"Hamilton, Ontario",84.2
2007-07-01,"Hamilton, Ontario",79.8
2007-07-01,"Hamilton, Ontario",93.9
2007-07-01,"St. Catharines-Niagara, Ontario",82.7
2007-07-01,"St. Catharines-Niagara, Ontario",80.2
2007-07-01,"St. Catharines-Niagara, Ontario",88.5
2007-07-01,"Kitchener-Cambridge-Waterloo, Ontario",84
2007-07-01,"Kitchener-Cambridge-Waterloo, Ontario",79.4
2007-07-01,"Kitchener-Cambridge-Waterloo, Ontario",97.3
2007-07-01,"Guelph, Ontario",0
2007-07-01,"Guelph, Ontario",0
2007-07-01,"Guelph, Ontario",0
2007-07-01,"London, Ontario",84.1
2007-07-01,"London, Ontario",80.7
2007-07-01,"London, Ontario",99.2
2007-07-01,"Windsor, Ontario",93.4
2007-07-01,"Windsor, Ontario",92.9
2007-07-01,"Windsor, Ontario",94.1
2007-07-01,"Greater Sudbury, Ontario",90.8
2007-07-01,"Greater Sudbury, Ontario",90.2
2007-07-01,"Greater Sudbury, Ontario",93.2
2007-07-01,Prairie Region,99.2
2007-07-01,Prairie Region,102.1
2007-07-01,Prairie Region,93.4
2007-07-01,Manitoba,72.5
2007-07-01,Manitoba,72.1
2007-07-01,Manitoba,73.5
2007-07-01,"Winnipeg, Manitoba",72.5
2007-07-01,"Winnipeg, Manitoba",72.1
2007-07-01,"Winnipeg, Manitoba",73.5
2007-07-01,Saskatchewan,78
2007-07-01,Saskatchewan,83.1
2007-07-01,Saskatchewan,63.8
2007-07-01,"Regina, Saskatchewan",64.8
2007-07-01,"Regina, Saskatchewan",67.8
2007-07-01,"Regina, Saskatchewan",55.8
2007-07-01,"Saskatoon, Saskatchewan",91.1
2007-07-01,"Saskatoon, Saskatchewan",98.8
2007-07-01,"Saskatoon, Saskatchewan",70.4
2007-07-01,Alberta,103.4
2007-07-01,Alberta,106.7
2007-07-01,Alberta,97
2007-07-01,"Calgary, Alberta",92.1
2007-07-01,"Calgary, Alberta",97.1
2007-07-01,"Calgary, Alberta",82.7
2007-07-01,"Edmonton, Alberta",115.9
2007-07-01,"Edmonton, Alberta",116.7
2007-07-01,"Edmonton, Alberta",114.6
2007-07-01,British Columbia,100.4
2007-07-01,British Columbia,102.6
2007-07-01,British Columbia,98.1
2007-07-01,"Kelowna, British Columbia",0
2007-07-01,"Kelowna, British Columbia",0
2007-07-01,"Kelowna, British Columbia",0
2007-07-01,"Vancouver, British Columbia",98.9
2007-07-01,"Vancouver, British Columbia",100.4
2007-07-01,"Vancouver, British Columbia",97.5
2007-07-01,"Victoria, British Columbia",115.4
2007-07-01,"Victoria, British Columbia",124.5
2007-07-01,"Victoria, British Columbia",103
2007-08-01,Canada,86.3
2007-08-01,Canada,84.8
2007-08-01,Canada,89.9
2007-08-01,Atlantic Region,80
2007-08-01,Atlantic Region,82
2007-08-01,Atlantic Region,73.5
2007-08-01,Newfoundland and Labrador,66.7
2007-08-01,Newfoundland and Labrador,69.5
2007-08-01,Newfoundland and Labrador,60.3
2007-08-01,"St. John's, Newfoundland and Labrador",66.7
2007-08-01,"St. John's, Newfoundland and Labrador",69.5
2007-08-01,"St. John's, Newfoundland and Labrador",60.3
2007-08-01,Prince Edward Island,97.3
2007-08-01,Prince Edward Island,100
2007-08-01,Prince Edward Island,85.9
2007-08-01,"Charlottetown, Prince Edward Island",97.3
2007-08-01,"Charlottetown, Prince Edward Island",100
2007-08-01,"Charlottetown, Prince Edward Island",85.9
2007-08-01,Nova Scotia,84.4
2007-08-01,Nova Scotia,84.3
2007-08-01,Nova Scotia,84.2
2007-08-01,"Halifax, Nova Scotia",84.4
2007-08-01,"Halifax, Nova Scotia",84.3
2007-08-01,"Halifax, Nova Scotia",84.2
2007-08-01,New Brunswick,91.2
2007-08-01,New Brunswick,91.6
2007-08-01,New Brunswick,90.8
2007-08-01,"Saint John, Fredericton, and Moncton, New Brunswick",91.2
2007-08-01,"Saint John, Fredericton, and Moncton, New Brunswick",91.6
2007-08-01,"Saint John, Fredericton, and Moncton, New Brunswick",90.8
2007-08-01,Quebec,84.3
2007-08-01,Quebec,86.9
2007-08-01,Quebec,78
2007-08-01,"Québec, Quebec",82.1
2007-08-01,"Québec, Quebec",89.1
2007-08-01,"Québec, Quebec",68.6
2007-08-01,"Sherbrooke, Quebec",0
2007-08-01,"Sherbrooke, Quebec",0
2007-08-01,"Sherbrooke, Quebec",0
2007-08-01,"Trois-Rivières, Quebec",0
2007-08-01,"Trois-Rivières, Quebec",0
2007-08-01,"Trois-Rivières, Quebec",0
2007-08-01,"Montréal, Quebec",84.6
2007-08-01,"Montréal, Quebec",86.3
2007-08-01,"Montréal, Quebec",80.5
2007-08-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-08-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-08-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
2007-08-01,Ontario,76.5
2007-08-01,Ontario,71.3
2007-08-01,Ontario,88.5
2007-08-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.2
2007-08-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.1
2007-08-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",90.3
2007-08-01,"Oshawa, Ontario",0
2007-08-01,"Oshawa, Ontario",0
2007-08-01,"Oshawa, Ontario",0
2007-08-01,"Toronto, Ontario",72.4
2007-08-01,"Toronto, Ontario",65.3
2007-08-01,"Toronto, Ontario",87.4
2007-08-01,"Hamilton, Ontario",83.5
2007-08-01,"Hamilton, Ontario",78.9
2007-08-01,"Hamilton, Ontario",93.9
2007-08-01,"St. Catharines-Niagara, Ontario",83.6
